Ref,Project name,Country,Date online,Decomission date,Status,Technology,Technology_details,Technology_electricity,Technology_electricity_details,Product,EndUse_Refining,EndUse_Ammonia,EndUse_Methanol,EndUse_Iron&Steel,EndUse_Other Ind,EndUse_Mobility,EndUse_Power,EndUse_Grid inj.,EndUse_CHP,EndUse_Domestic heat,EndUse_Biofuels,EndUse_Synfuels,EndUse_CH4 grid inj.,EndUse_CH4 mobility,Announced Size,Capacity_MWel,Capacity_Nm³ H₂/h,Capacity_kt H2/y,IEA zero-carbon estimated normalized capacity [Nm³ H₂/hour],Location
3019,"Moeve San Roque Energy Park (Algeciras) - Andalusian Green Hydrogen Valley 
CARTEIA Project - Phase 2",ESP,2033.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,Unknown,H2,,1.0,,,,,,,,,,1.0,,,500 MW,500.0,111111.0,86.6,111111.0,Algeciras Bay
3020,CF Industries Donaldsonville (LA) Low-Carbon Ammonia,USA,2025.0,,Operational,NG w CCUS,SMR+CCUS,,,Ammonia,,1.0,,,,,,,,,,,,,2 MT CO2/y,,,,250753.0,Donaldsonville Nitrogen Complex
3024,SK Ecoplant-CSCEC Consortium Green H2 project,EGY,2029.0,,Concept,SOEC,,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,250MW  or  50 kt H2/y converted to 250 kt NH3/y capacity,250.0,65789.0,51.3,65789.0,Suez Canal Economic Zone
3030,S2H2+Bm Green H2 Project - Phase I,MAR,2026.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,3.1 MW,3.1,689.0,0.5,689.0,"Random point in ""Southern half of Morocco"""
3031,S2H2+Bm Green H2 Project - Phase II,MAR,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,500 kt H2/y capacity,2882.8,640633.0,499.0,640633.0,"Random point in ""Southern half of Morocco"""
3033,Uniper Masdar Hydrogen Solar PV Park,ARE,2026.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,,,,,0.0,Random location in UAE
3035,Prumo-Fuella ammonia plant,BRA,2030.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,Ammonia,,,,,,,,,,,,,,,520 MW - 400 kt NH3/y,520.0,115556.0,90.1,115556.0,Port of Açu
3036,Green Hydrogen Venezia,ITA,2026.0,,Feasibility study,PEM,,Grid,,H2,,,,,,1.0,,,,,,,,,8 MW - 1.7 t H2/d,8.0,1778.0,1.4,1778.0,Venice
3037,New Horizon,FRA,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,Ammonia,,1.0,,,,,,,,,,,,,100 MW,100.0,22222.0,17.3,22222.0,"Gonfreville-l'Orcher, Le Havre, Seine-Maritime"
3038,Olga,ITA,2026.0,,Feasibility study,ALK,,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,1 MW,1.0,217.0,0.2,217.0,Airport Milano Malpensa (Varese) 
3040,TES Tree Energy Solutions - Oman Project,OMN,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,CH4,,,,,,,,,,,,,,,500 MW,500.0,111111.0,86.6,111111.0,Random point in Oman
3041,Project Nour - Phase 2,MRT,2033.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,1.0,,1.0,,,,,,,,,,,8.5 Gwel additional,8500.0,1888889.0,1472.7,1888889.0,Random location in Mauritania
3042,H2 Magallanes - Phase 2,CHL,2035.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,Ammonia,,,,,,,,,,,,,,,3.7 Gwel,3700.0,822222.0,641.0,822222.0,San Gregorio
3043,Guelmim-Oued Noun - Chbika project - phase 2,MAR,2032.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,,,,,,,,,,,,,,800 Mwel additional,800.0,177778.0,138.6,177778.0,Random location in south of Morocco
3045,Voltalia plant at Pecem Industrial complex - Phase 2,BRA,2032.0,,Concept,Other Electrolysis,Unknown PtX,Grid+Renewables,,Ammonia,,1.0,,,,,,,,,,,,,2GW,1000.0,222222.0,173.3,222222.0,Pecem Industrial complex
3047,Innio Jenbach - H2 Ready ,AUT,2025.0,,FID/Construction,PEM,,Other/Unknown,,H2,,,,,,,1.0,,,,,,,,2 MW,2.0,385.0,0.3,385.0,Jenbach
3048,Campbeltown Hydrogen SIU,GBR,2028.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,20 MW,20.0,4444.0,3.5,4444.0,Campbeltown
3050,Didcot Green Hydrogen Electrolyser,GBR,2028.0,,FID/Construction,ALK,,,,H2,,,,,,,1.0,,,,,,,,10MW,10.0,2174.0,1.7,2174.0,Didcot
3051,Markinch Green Hydrogen,GBR,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,1.0,,,,,100MW,100.0,22222.0,17.3,22222.0,Glenrothes
3052,Oban Hydrogen SIU,GBR,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,20 MW,20.0,4444.0,3.5,4444.0,Random location in the UK
3053,Pembroke power station - Pembroke Green Hydrogen/Net Zero Centre (Phase 2),GBR,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid,,H2,,,,,,,,,,,,,,,310 MW,200.0,44444.0,35.0,44444.0,Pembroke power station
3054,Port of Tilbury Green Hydrogen (Phase 1),GBR,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,10MW,10.0,2222.0,1.7,2222.0,Tilbury
3056,RWE Grangemouth,GBR,2029.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,1.0,,,,1.0,,,,,,,,,,200MW,200.0,44444.0,34.7,44444.0,Grangemouth
3057,Stornoway Hydrogen SIU,GBR,2028.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,20 MW,20.0,4444.0,3.5,4444.0,Stornoway
3058,Thurso Hydrogen SIU,GBR,2028.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,20 MW,20.0,4444.0,3.5,4444.0,Stornoway
3059,Wick Hydrogen SIU,GBR,2028.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,20 MW,20.0,4444.0,3.5,4444.0,Wick
3060,"Dolphyn 1, phase 3",GBR,2034.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,4000MW,3900.0,866667.0,675.7,866667.0,15 km Southeast Aberdeen
3061,Green Hydrogen 1/HyRo Scotland,GBR,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,11 MW,15.0,3333.0,2.6,3333.0,Lanark
3062,Kimberly-Clark Coleshill/HyRo 2,GBR,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,1.0,,,,,,,,,,11MW,11.0,2444.0,1.9,2444.0,Flint
3063,Whitelee Green Hydrogen Facility (Phase 2),GBR,2029.0,,Feasibility study,PEM,,Grid+Renewables,Onshore wind,H2,,,,,1.0,1.0,,,,,,,,,10 MW ,10.0,1923.0,1.5,1923.0,Whitelee wind farm
3064,Grenian Hydrogen - Middlewich,GBR,2026.0,,Feasibility study,PEM,,Other/Unknown,,H2,,,,,1.0,,,,,,,,,,7.5MW,7.5,1442.0,1.1,1442.0,Middlewich
3065,Grenian Hydrogen - Speke,GBR,2028.0,,Feasibility study,PEM,,Other/Unknown,,H2,,,,,1.0,,,,,,,,,,,0.0,,,0.0,Speke
3066,Grenian Hydrogen - St Helens,GBR,2026.0,,Feasibility study,PEM,,Other/Unknown,,H2,,,,,1.0,,,,,,,,,,7.5MW,7.5,1442.0,1.1,1442.0,St Helens
3067,Grenian Hydrogen - Stretford,GBR,2026.0,,Feasibility study,PEM,,Other/Unknown,,H2,,,,,1.0,,,,,,,,,,7.5MW,7.5,1442.0,1.1,1442.0,Stretford
3068,Grenian Hydrogen - Winnington,GBR,2026.0,,Feasibility study,PEM,,Other/Unknown,,H2,,,,,1.0,,,,,,,,,,7.5MW,7.5,1442.0,1.1,1442.0,Winnington
3069,Grenian Hydrogen - Wrexham,GBR,2030.0,,Feasibility study,PEM,,Other/Unknown,,H2,,,,,1.0,,,,,,,,,,,0.0,,,0.0,Wrexham
3070,H2H/Easington Hydrogen Production Green,GBR,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,,H2,,,,,,,,,,,,1.0,,,1000MW,1000.0,222222.0,173.3,222222.0,Easington 
3072,HyMarnham,GBR,2025.0,,FID/Construction,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,15MW,15.0,3333.0,2.6,3333.0,Newark
3073,Inverness hydrogen hub - Phase 2,GBR,2030.0,,Concept,ALK,,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,24 MW,18.0,3913.0,3.1,3913.0,Inverness
3074,Lowestoft PowerPark hydrogen,GBR,2025.0,,FID/Construction,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,2 MW ,2.0,444.0,0.3,444.0,Lowestoft
3075,trans,GBR,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,,H2,,,,,1.0,1.0,,,,,,,,,5 MW ,5.0,1111.0,0.9,1111.0,"Derrintonny, Northern Ireland"
3076,Saltend Chemicals Park - Hull - phase 2,GBR,2028.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,1.0,1.0,,,,,,,,,200 MW ,100.0,22222.0,17.3,22222.0,"Hull, UK"
3077,Net Zero Hub - West Isles,GBR,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,50 MW ,50.0,11111.0,8.7,11111.0,Stornoway
3078,Protium - Wilton Universal Group Teeside (Phase 1),GBR,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,1.0,,,,,,,,,,17.2 MW,17.2,3822.0,3.0,3822.0,Wilton Universal Group Teeside facility
3079,Protium Project Pioneer 2,GBR,2025.0,,FID/Construction,PEM,,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,2.5 MW,2.5,481.0,0.4,481.0,Random location in South Wales
3080,Tees Green Methanol,GBR,2034.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid,,MeOH,,,,,,1.0,,,,,,,,,200 MW ,200.0,44444.0,34.7,44444.0,Middlesbrough
3082,Sullom Voe Terminal Hydrogen Project (Phase 1),GBR,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,,,,,,,,,,50 MW,50.0,11111.0,8.7,11111.0,Sullom
3083,Sullom Voe Terminal Hydrogen Project (Phase 2),GBR,2032.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,,,,,,,,,,300 MW,250.0,55556.0,43.3,55556.0,Sullom
3085,Tees Valley Transport Hub,GBR,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,26 MW ,26.0,5778.0,4.5,5778.0,Middlesbrough
3086,Kvinesdal Ammonia A Energi,NOR,2029.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,Ammonia,,,,,1.0,,,,,,,,,,600 MW,600.0,133333.0,104.0,133333.0,"Lervik, Oyestranda"
3087,Hyperion H2 Alandroal- Phase 2,PRT,2027.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,150 MW,100.0,22222.0,17.3,22222.0,Alandroal
3088,Hyperion H2 Alandroal- Phase 3,PRT,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,250 MW,100.0,22222.0,17.3,22222.0,Alandroal
3089,EDP Ribatejo - ALHIVE Alenquer,PRT,2026.0,,Feasibility study,PEM,,Other/Unknown,,H2,,,,,,,1.0,,,,,,,,5 MW,5.0,962.0,0.7,962.0,Carregado
3090,Energi Hub Kjerlingland,NOR,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,5 MW,5.0,1111.0,0.9,1111.0,Lillesand 
3091,ETFuels - Ranua,FIN,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,MeOH,,,,,,1.0,,,,,,,,,350 MW,350.0,77778.0,60.6,77778.0,Ranua
3092,EuroWind Energy  Monte Das Areias ,PRT,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,1.0,,,,,,,4 MW,4.0,889.0,0.7,889.0,Castelo Branco 
3093,Galway Green Hydrogen Hub,IRL,2026.0,,FID/Construction,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,1.0,1.0,,,,,,,,,1.2 MW,1.2,267.0,0.2,267.0,Galway
3095,Green NortH2 Energy Naantali,FIN,2027.0,,Feasibility study,PEM,,Other/Unknown,Unknown,Ammonia,,1.0,,,1.0,,,,,,,,,,280MW,280.0,53846.0,42.0,53846.0,Naantali
3096,Green NortH2 Energy Pori,FIN,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,Ammonia,,1.0,,,1.0,,,,,,,,,,280MW,280.0,62222.0,48.5,62222.0,Pori
3097,"GreenH Bodo, phase 1",NOR,2026.0,,FID/Construction,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,20MW,20.0,4444.0,3.5,4444.0,Langstranda- Bodo
3098,GreenH Kristiansund,NOR,2026.0,,Feasibility study,ALK,,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,24MW,10.0,2174.0,1.7,2174.0,Kristiansund
3099,GreenH Sandnessjøen,NOR,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,1.0,1.0,,,,1.0,,,,,20MW,20.0,4444.0,3.5,4444.0,Sandessjøen
3100,H2 Solar Rodao,PRT,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,1.0,,1.0,,,,,30MW,30.0,6667.0,5.2,6667.0,Vila Velha de Ródão
3101,H2Enable (Phase 2),PRT,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,510 MW,470.0,104444.0,81.4,104444.0,Estarreja
3102,H2Enable (Phase 3),PRT,2035.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,910 MW,400.0,88889.0,69.3,88889.0,Estarreja
3103,H2Enable (Phase 4),PRT,2040.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,1510 MW,600.0,133333.0,104.0,133333.0,Estarreja
3104,H2Hub HyChem,PRT,2026.0,,Feasibility study,ALK,,Dedicated renewable,Solar PV,H2,,,,,1.0,,,1.0,,,,,,,10 MW,10.0,2174.0,1.7,2174.0,Vila Franca de Xira
3105,Hardanger Hydrogen Hub,NOR,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,1.0,,,,,,,,,,75 MW,75.0,16667.0,13.0,16667.0,Tyssedal
3109,HTWO-Fuel Lutelandet,NOR,2028.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,Synfuels,,,,,,,,,,,,1.0,,,20 MW,20.0,4444.0,3.5,4444.0,Lutelandet
3110,HyFuel Floro/ Fjord base,NOR,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,20 MW,20.0,4444.0,3.5,4444.0,Floro
3112,Kvina Energy Park,NOR,2028.0,,Feasibility study,ALK,,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,500 MW,500.0,108696.0,84.7,108696.0,Kvinesdal
3114,Neptun Tromso,NOR,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,70 MW,70.0,15556.0,12.1,15556.0,Tromso
3115,Nesbruket Gen2 plant 2,NOR,2027.0,,Feasibility study,ALK,,Dedicated renewable,Unknown,Synfuels,,,,,,,,,,,,1.0,,,100MW,100.0,21739.0,16.9,21739.0,Mosjoen
3116,Norwegian Hydrogen - Tau,NOR,2026.0,,FID/Construction,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,10 MW,10.0,2222.0,1.7,2222.0,Tau
3117,Rorvik hydrogen hub,NOR,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,20 MW,20.0,4444.0,3.5,4444.0,Kråkøya
3118,WinPower - PtX Sines project,PRT,2030.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,160 MW,160.0,35556.0,27.7,35556.0,Sines
3119,Waawaata Green Hydrogen,COL,2032.0,,Feasibility study,PEM,,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,1400 MW,1400.0,269231.0,209.9,269231.0,"Uribia, La Guajira"
3120,Sumitomo Hydrogen Cluster,COL,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,,H2,,,,,1.0,,,,,,,,,,30 MW,30.0,6667.0,5.2,6667.0,Barranquilla
3121,EPM Ammonia Project,COL,2030.0,,Feasibility study,PEM,,Grid+Renewables,,Ammonia,,1.0,,,,,,,,,,,,,330 kt NH3/y capacity,396.3,76219.0,59.0,76219.0,Cartagena
3122,e-Colibrí 1,COL,2032.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,,Synfuels,,,,,,,,,,,,1.0,,,100 MW - 5 kt synfuel/y capacity,100.0,22222.0,17.3,22222.0,Bogota
3123,e-Colibrí 2,COL,2032.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,,Synfuels,,,,,,,,,,,,1.0,,,45 MW - 2.2 kt synfule/y capacity,45.0,10000.0,7.8,10000.0,Cartagena
3124,Andes Energy,COL,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,,MeOH,,,1.0,,1.0,,,,,,1.0,,,,28 MW - 75 kt MeOH/y capacity,28.0,6222.0,4.9,6222.0,Valle de Cauca
3125,Lhyfe Lubmin,DEU,2029.0,,Concept,Other Electrolysis,Unknown PtX,Grid+Renewables,,H2,,,,,,,,1.0,,,,,,,800 MW,800.0,177778.0,138.6,177778.0,Lubmin
3128,NeoGreen Portugal - Palmela projetc,PRT,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,1.0,1.0,,,,,,,,,10MW,10.0,2222.0,1.7,2222.0,Palmela
3130,Green Springs,AUS,2030.0,,Concept,ALK,,Dedicated renewable,Solar PV,H2,,1.0,1.0,,,,,,,,,,,,500 kt H2/y capacity,2950.1,641322.0,500.0,641322.0,"Tennant Creek, Northern Territory"
3131,Hydro Havrand - Hoyanger,NOR,2025.0,,FID/Construction,PEM,,Dedicated renewable,Hydropower,H2,,,,,1.0,,,,,,,,,,5 MW,5.0,962.0,0.7,962.0,Hoyanger
3132,RVO- Holland coast project 1,NLD,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,,,1.0,,,,,,,<100 MW,100.0,22222.0,17.3,22222.0,Random location on Holland coast
3133,RVO- Holland coast project 2,NLD,2033.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,500 MW,500.0,111111.0,86.6,111111.0,Random location on Holland coast
3134,EMSTEEL green steel ,ARE,2024.0,,DEMO,PEM,,Other/Unknown,,H2,,,,1.0,,,,,,,,,,,2.1MW,2.1,404.0,0.3,404.0,Emirates Steel Arkan plant
3136,Meraker,NOR,2027.0,,Feasibility study,ALK,,Other/Unknown,,H2,,,,,,,,,,,,,,,6 MW,6.0,1304.0,1.0,1304.0,Meraker
3137,Masdar - Castilla La Mancha,ESP,2030.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,,,,,0.0,Castilla- La Mancha
3138,Viker/Borg Hydrogen,NOR,2030.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,5 MW,5.0,1111.0,0.9,1111.0,Fredrikstad
3139,Raahen Monivoima Kokkola,FIN,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,1.0,,,,,1.0,,,,,5.7 MW,5.7,1267.0,1.0,1267.0,Kokkola
3140,GreenH2CY,CYP,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,2 MW,2.0,444.0,0.3,444.0,Random location in Cyprus
3141,Solvay - Kouvola,FIN,2028.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,H2,,,,,1.0,,,,,,,,,,5.7 MW,5.7,1267.0,1.0,1267.0,Kouvola
3143,H2 Triangle,CZE,2026.0,,Feasibility study,PEM,,Dedicated renewable,Solar PV,H2,,,,,1.0,,,,,,,,,,4 MW,4.0,769.0,0.6,769.0,Stankovice u Zatce
3144,Zephyros project,NLD,2028.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,2 MW,2.0,444.0,0.3,444.0,Den Helder Port
3145,Torrent ammonia plant,IND,2027.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,Ammonia,,1.0,,,,,,,,,,,,,100 kt NH3/y production,182.3,40521.0,32.0,40521.0,"Banaskantha, Gujarat"
3146,H2M Eemshaven,NLD,2028.0,,Feasibility study,NG w CCUS,,,,H2,,,,,,,,1.0,,,,,,,210 kt H2/y capacity,,269355.0,210.0,0.0,Northern coast Netherlands
3147,Liepaja Special Economic Zone (SEZ),LVA,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,H2,,,,,,,,,,,,,,,1GW,1000.0,222222.0,173.3,222222.0,Liepaja port
3148,Lhyfe Le havre,FRA,2029.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,1.0,,,,,,,1.0,,,34 t H2/d (production),71.6,15918.0,12.4,15918.0,Port of Le Havre
3149,Greenlink Musterland project,DEU,2028.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,50MW,50.0,11111.0,8.7,11111.0,Coesfeld 
3150,H2 project US Gulf coast,USA,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,20MW,20.0,4444.0,3.5,4444.0,Random location at Us Gulf Coast
3152,Eneos project,USA,2031.0,,Concept,NG w CCUS,Unknown Technology,,,H2,,,,,,,,,,,,,,,220 kt H2/y production,,313535.0,244.0,0.0,US Gulf of Mexico
3154,Welspun ammonia project,IND,2029.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,170 kt H2/y production - 1000 kt NH3/y,1721.4,382542.7,298.0,382543.0,"Kachchh, Gujarat"
3157,IHI - ISCE2 SAF project ,SGP,2025.0,,DEMO,Other Electrolysis,Unknown PtX,Other/unknown,,Synfuels,,,,,,,,,,,,1.0,,,"10 kgH2/d for 5Kg SAF/d, capacity",0.02,5.0,0.0,5.0,Singapore
3160,Green Hydrogen Hub Stuttgart (GH2S),DEU,2026.0,,FID/Construction,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,10MW,10.0,2222.0,1.7,2222.0,Stuttgard
3161,H2DRIVEN,PRT,2026.0,,Feasibility study,PEM,,Other/Unknown,,MeOH,,,1.0,,,,,,,,,,,,25MW,25.0,4808.0,3.7,4808.0,Random location in Portugal
3162,Grove Hydrogen Energy Technology Group hydrogen project,CHN,2027.0,,FID/Construction,ALK,,Dedicated renewable,Others/Various,H2,,,,,,1.0,1.0,,,,,,,,40 ktH2/y production,472.0,102611.0,80.0,102611.0,"Mulei County / Mori Kazakh Autonomous County, Xinjiang"
3165,H2U Hydrogen Valley – Reni - phase 1,UKR,2028.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,1.0,1.0,,,,1.0,,,,,100MW,100.0,22222.0,17.3,22222.0,"Reni city, Odesa region"
3166,H2U Hydrogen Valley – Reni - phase 2,UKR,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,1.0,1.0,,,,1.0,,,,,200MW,100.0,22222.0,17.3,22222.0,"Reni city, Odesa region"
3168,H2 project - Trelleborg city,SWE,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,10MW,10.0,2222.0,1.7,2222.0,Trelleborg
3169,Asahi Kasei hydrogen project,MYS,2027.0,,Feasibility study,ALK,,Other/Unknown,Unknown,H2,,,,,,,,,,,,,,,60MW,60.0,13043.0,10.2,13043.0,Random location in Malaysia 
3170,IRIS project,GRC,2030.0,,Concept,NG w CCUS,Unknown technology,,,H2,1.0,,,,,1.0,,,,,,,,,0.858 Mt CO2/y,,,,107573.0,Agioi Theodori refinery
3171,Hydrogen plant in Tomakomai,JPN,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,H2,1.0,,,,1.0,,,,,,,,,,100MW,100.0,22222.0,17.3,22222.0,Tomakomai city in Hokkaido
3173,Ocior Energy - Ammonia project Phase 1,EGY,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,100 kt NH3/y production,207.9,46194.0,36.0,46194.0,Ein El Sokhna Port
3175,Storegga project for Scottish whisky sector - pahse 1,GBR,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,1.0,,,,,,,,,,35MW,35.0,7778.0,6.1,7778.0,Marypark
3176,Storegga project for Scottish whisky sector - pahse 2,GBR,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,1.0,,,,,,,,,,70MW,35.0,7778.0,6.1,7778.0,Marypark
3178,Ardagh Glass Limmared AB - Hydrogen plant,SWE,2024.0,,Operational,PEM,,Dedicated renewable,Hydropower,H2,,,,,1.0,,,,,,,,,,5MW,5.0,962.0,0.7,962.0,Limmared
3179,Petrobras - Green hydrogen pilot plant,BRA,2026.0,,FID/Construction,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,2MW,2.0,444.0,0.3,444.0,"Alto do Rodrigues, State of Rio Grande do Norte"
3180,"Eternal Power hydrogen project, Hamburg, phase 1",DEU,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,1.0,1.0,1.0,,,,,,,,,80MW,80.0,17778.0,13.9,17778.0,Dummerstorf
